metric,score
read_length_distribution_metric,0.4
ligation_bias_distribution_metric,0.008089778782424274
read_frame_information_metric_25,0.1292713728966761
read_frame_information_metric_26,0.06868292981853388
read_frame_information_metric_27,0.2470522984882678
read_frame_information_metric_28,0.07847311152190929
read_frame_information_metric_29,0.1926439473175283
read_frame_information_metric_30,0.06420014747633156
read_frame_bias_16,0.02204836415362732
read_frame_bias_17,0.05070974971983566
read_frame_bias_18,0.043499101258238415
read_frame_bias_19,0.03680442155508101
read_frame_bias_20,0.07514065430297978
read_frame_bias_21,0.02255089699657331
read_frame_bias_22,0.058146647929238626
read_frame_bias_23,0.005315499393052869
read_frame_bias_24,0.2992721472225275
read_frame_bias_25,0.18620556624858997
read_frame_bias_26,0.0949271399114866
read_frame_bias_27,0.5141058089639988
read_frame_bias_28,0.20067725912664414
read_frame_bias_29,0.007020741485930682
read_frame_bias_30,0.1137773815701354
read_frame_bias_31,0.2366393697120236
read_frame_bias_32,0.3874274229566771
read_frame_bias_33,0.24904706339945548
read_frame_bias_34,0.09952298352124889
read_frame_bias_35,0.30014482259232445
read_frame_bias_36,0.0014084507042253502
read_frame_bias_37,0.18333333333333335
read_frame_bias_38,0.0
read_frame_bias_39,0.07821229050279332
read_frame_bias_40,0.22018348623853212
read_frame_bias_global,0.2400973506355507
3nt_weighted_score,0.14030291045273424
3nt_weighted_score_best_3_read_lengths,0.09602117452214275
